Title,Genres,Categories,Rating
Kimi wa Houkago Insomnia,"[""Comedy"", ""Drama"", ""Romance"", ""School Life"", ""Seinen"", ""Slice of Life""]","[{""Category"": ""Astronomy"", ""Score"": ""12""}, {""Category"": ""Glasses-Wearing Male Lead"", ""Score"": ""10""}, {""Category"": ""Glasses-Wearing Protagonist"", ""Score"": ""10""}, {""Category"": ""High School"", ""Score"": ""10""}, {""Category"": ""High School Student/s"", ""Score"": ""11""}, {""Category"": ""Insomnia"", ""Score"": ""13""}, {""Category"": ""School Club/s"", ""Score"": ""10""}, {""Category"": ""Secret/s"", ""Score"": ""8""}, {""Category"": ""Sleeping"", ""Score"": ""11""}, {""Category"": ""Slow Romance"", ""Score"": ""9""}]",8.51
Princess,"[""Adventure"", ""Drama"", ""Romance"", ""Shoujo""]","[{""Category"": ""character growth"", ""Score"": ""14""}, {""Category"": ""European Ambience"", ""Score"": ""15""}, {""Category"": ""Illegitimate Child/ren"", ""Score"": ""15""}, {""Category"": ""Politics"", ""Score"": ""16""}, {""Category"": ""Prince/s"", ""Score"": ""17""}, {""Category"": ""Princess/es"", ""Score"": ""18""}, {""Category"": ""Royalty"", ""Score"": ""18""}, {""Category"": ""Secret Identity"", ""Score"": ""14""}, {""Category"": ""Spanning Generations"", ""Score"": ""17""}, {""Category"": ""War/s"", ""Score"": ""18""}]",8.51
Hotarubi no Mori e,"[""Drama"", ""Fantasy"", ""Romance"", ""School Life"", ""Shoujo"", ""Slice of Life"", ""Supernatural"", ""Tragedy""]","[{""Category"": ""Adapted to Movie"", ""Score"": ""18""}, {""Category"": ""Childhood Friend/s"", ""Score"": ""22""}, {""Category"": ""Collection of Stories"", ""Score"": ""27""}, {""Category"": ""Folklore"", ""Score"": ""20""}, {""Category"": ""Forbidden Love"", ""Score"": ""21""}, {""Category"": ""Loneliness"", ""Score"": ""27""}, {""Category"": ""Music"", ""Score"": ""17""}, {""Category"": ""Musical Instrument/s"", ""Score"": ""17""}, {""Category"": ""Shinto"", ""Score"": ""22""}, {""Category"": ""Spirit/s"", ""Score"": ""29""}]",8.51
Ore ni Koi Shite Dousunda,"[""Comedy"", ""Drama"", ""Romance"", ""Slice of Life"", ""Yaoi""]","[{""Category"": ""Age Gap"", ""Score"": ""62""}, {""Category"": ""Bad Habits"", ""Score"": ""29""}, {""Category"": ""Bickering Love"", ""Score"": ""34""}, {""Category"": ""Bisexual Character/s"", ""Score"": ""32""}, {""Category"": ""Forced Living Arrangements"", ""Score"": ""33""}, {""Category"": ""Incest"", ""Score"": ""44""}, {""Category"": ""Live-in Lover"", ""Score"": ""43""}, {""Category"": ""Police"", ""Score"": ""48""}, {""Category"": ""Uncle"", ""Score"": ""39""}, {""Category"": ""Unexpected Feelings"", ""Score"": ""30""}]",8.50
Who Made Me a Princess,"[""Comedy"", ""Fantasy"", ""Romance"", ""Shoujo"", ""Slice of Life""]","[{""Category"": ""Amnesia"", ""Score"": ""31""}, {""Category"": ""Beautiful Family"", ""Score"": ""33""}, {""Category"": ""Beautiful Female Lead"", ""Score"": ""39""}, {""Category"": ""Emperor/s"", ""Score"": ""38""}, {""Category"": ""Father and Daughter"", ""Score"": ""45""}, {""Category"": ""Nobility/Aristocracy"", ""Score"": ""32""}, {""Category"": ""Princess/es"", ""Score"": ""42""}, {""Category"": ""Reincarnated in Another World"", ""Score"": ""37""}, {""Category"": ""Royalty"", ""Score"": ""40""}, {""Category"": ""Smart Female Lead"", ""Score"": ""32""}]",8.50
Neon Genesis Evangelion dj - Re-Take,"[""Action"", ""Adult"", ""Doujinshi"", ""Drama"", ""Mecha"", ""Romance"", ""Sci-fi"", ""Tragedy""]","[{""Category"": ""Adam and Eve Scenario"", ""Score"": ""3""}, {""Category"": ""Alternative Future"", ""Score"": ""3""}, {""Category"": ""Amnesia"", ""Score"": ""3""}, {""Category"": ""Attempted Suicide"", ""Score"": ""1""}, {""Category"": ""Character Growth"", ""Score"": ""1""}, {""Category"": ""Dream/s"", ""Score"": ""2""}, {""Category"": ""Love Interests Who Don't Get Along"", ""Score"": ""4""}, {""Category"": ""Marriage"", ""Score"": ""3""}, {""Category"": ""Search for Oneself"", ""Score"": ""3""}, {""Category"": ""Tsundere Character/s"", ""Score"": ""2""}]",8.50
Love Mode,"[""Action"", ""Comedy"", ""Drama"", ""Mature"", ""Romance"", ""Slice of Life"", ""Tragedy"", ""Yaoi""]","[{""Category"": ""Age Gap"", ""Score"": ""37""}, {""Category"": ""Brothel/s"", ""Score"": ""24""}, {""Category"": ""Extended Flashbacks"", ""Score"": ""18""}, {""Category"": ""Homophobia"", ""Score"": ""19""}, {""Category"": ""Host Club"", ""Score"": ""25""}, {""Category"": ""Host/Hostess"", ""Score"": ""25""}, {""Category"": ""Live-in Lover"", ""Score"": ""22""}, {""Category"": ""Mafia"", ""Score"": ""22""}, {""Category"": ""Multiple Protagonists"", ""Score"": ""22""}, {""Category"": ""Possessive Lover/s"", ""Score"": ""31""}]",8.50
Houseki no Kuni,"[""Action"", ""Adventure"", ""Drama"", ""Fantasy"", ""Mystery"", ""Psychological"", ""Sci-fi"", ""Seinen"", ""Slice of Life"", ""Tragedy""]","[{""Category"": ""Adapted to Anime"", ""Score"": ""23""}, {""Category"": ""Androgynous Character/s"", ""Score"": ""24""}, {""Category"": ""Androgynous Protagonist"", ""Score"": ""21""}, {""Category"": ""Body Modification"", ""Score"": ""20""}, {""Category"": ""Gemstones"", ""Score"": ""26""}, {""Category"": ""Genderless"", ""Score"": ""25""}, {""Category"": ""Immortal/s"", ""Score"": ""26""}, {""Category"": ""Loneliness"", ""Score"": ""22""}, {""Category"": ""Nonhuman Protagonist"", ""Score"": ""21""}, {""Category"": ""Nonhuman/s"", ""Score"": ""24""}]",8.50
Legend of the Northern Blade,"[""Action"", ""Adventure"", ""Martial Arts"", ""Romance"", ""Shounen""]","[{""Category"": ""Chinese Ambience"", ""Score"": ""3""}, {""Category"": ""Fight/s"", ""Score"": ""5""}, {""Category"": ""Male Protagonist"", ""Score"": ""5""}, {""Category"": ""Martial Artist/s"", ""Score"": ""5""}, {""Category"": ""Murim"", ""Score"": ""6""}, {""Category"": ""Romantic Subplot"", ""Score"": ""4""}, {""Category"": ""Sect/s"", ""Score"": ""5""}, {""Category"": ""Swordsman"", ""Score"": ""5""}, {""Category"": ""Time Skip"", ""Score"": ""6""}, {""Category"": ""Weak to Strong"", ""Score"": ""4""}]",8.50
Sanctuary,"[""Action"", ""Drama"", ""Mature"", ""Psychological"", ""Seinen""]","[{""Category"": ""Ambitious Goal/s"", ""Score"": ""17""}, {""Category"": ""Ambitious Protagonist"", ""Score"": ""16""}, {""Category"": ""Antihero / Antiheroine"", ""Score"": ""15""}, {""Category"": ""Best Friends"", ""Score"": ""14""}, {""Category"": ""Corruption"", ""Score"": ""15""}, {""Category"": ""Mafia"", ""Score"": ""20""}, {""Category"": ""Politician/s"", ""Score"": ""13""}, {""Category"": ""Politics"", ""Score"": ""20""}, {""Category"": ""Realistic Art Style"", ""Score"": ""13""}, {""Category"": ""Strategic Minds"", ""Score"": ""16""}]",8.50
Shigatsu wa Kimi no Uso,"[""Comedy"", ""Drama"", ""Psychological"", ""Romance"", ""School Life"", ""Shounen"", ""Slice of Life"", ""Tragedy""]","[{""Category"": ""Adapted to Anime"", ""Score"": ""25""}, {""Category"": ""Classical Music"", ""Score"": ""29""}, {""Category"": ""Competition/s"", ""Score"": ""21""}, {""Category"": ""Dead Parent/s"", ""Score"": ""25""}, {""Category"": ""Love through Music"", ""Score"": ""22""}, {""Category"": ""Music"", ""Score"": ""23""}, {""Category"": ""Past Plays a Big Role"", ""Score"": ""25""}, {""Category"": ""Piano"", ""Score"": ""29""}, {""Category"": ""Sickly Character/s"", ""Score"": ""20""}, {""Category"": ""Strict Parent/s"", ""Score"": ""25""}]",8.50
Kingyo Sou,"[""Comedy"", ""Drama"", ""Romance"", ""School Life"", ""Shoujo""]","[{""Category"": ""Cell Phone/s"", ""Score"": ""16""}, {""Category"": ""Deaf Protagonist"", ""Score"": ""17""}, {""Category"": ""Deafness"", ""Score"": ""42""}, {""Category"": ""Disability/ies"", ""Score"": ""44""}, {""Category"": ""Female Lead Falls in Love First"", ""Score"": ""16""}, {""Category"": ""Fish/es"", ""Score"": ""18""}, {""Category"": ""Long-Distance Relationship"", ""Score"": ""18""}, {""Category"": ""Music"", ""Score"": ""33""}, {""Category"": ""Older Male Younger Female"", ""Score"": ""18""}, {""Category"": ""University/Post-Secondary Student/s"", ""Score"": ""15""}]",8.50
Ookami to Koushinryou,"[""Adventure"", ""Comedy"", ""Drama"", ""Fantasy"", ""Mature"", ""Romance"", ""Seinen"", ""Slice of Life""]","[{""Category"": ""Adapted to Anime"", ""Score"": ""48""}, {""Category"": ""Animal Characteristics"", ""Score"": ""40""}, {""Category"": ""Based on a Novel"", ""Score"": ""54""}, {""Category"": ""Economics"", ""Score"": ""42""}, {""Category"": ""European Ambience"", ""Score"": ""47""}, {""Category"": ""Flirting"", ""Score"": ""44""}, {""Category"": ""Goddess/es"", ""Score"": ""47""}, {""Category"": ""Human-Nonhuman Relationship"", ""Score"": ""40""}, {""Category"": ""Merchant/s"", ""Score"": ""58""}, {""Category"": ""Unorthodox Female Love Interest"", ""Score"": ""48""}]",8.50
Saiyuki Reload,"[""Action"", ""Adventure"", ""Comedy"", ""Drama"", ""Fantasy"", ""Josei"", ""Supernatural""]","[{""Category"": ""Bromance"", ""Score"": ""11""}, {""Category"": ""Demon/s"", ""Score"": ""14""}, {""Category"": ""Important Non-Romantic Relationship/s"", ""Score"": ""12""}, {""Category"": ""Journey"", ""Score"": ""12""}, {""Category"": ""Journey to the West"", ""Score"": ""13""}, {""Category"": ""Multiple Protagonists"", ""Score"": ""13""}, {""Category"": ""Priest/s"", ""Score"": ""12""}, {""Category"": ""Quest/s"", ""Score"": ""6""}, {""Category"": ""Special Ability/ies"", ""Score"": ""12""}, {""Category"": ""Sutras"", ""Score"": ""6""}]",8.50
Kubera,"[""Action"", ""Adventure"", ""Comedy"", ""Drama"", ""Fantasy"", ""Mystery"", ""Romance"", ""Shounen""]","[{""Category"": ""Dead Family Member/s"", ""Score"": ""42""}, {""Category"": ""God-Human Relationship"", ""Score"": ""60""}, {""Category"": ""God/s"", ""Score"": ""62""}, {""Category"": ""Human-Nonhuman Relationship"", ""Score"": ""46""}, {""Category"": ""Magic"", ""Score"": ""59""}, {""Category"": ""Magical World"", ""Score"": ""62""}, {""Category"": ""Magician/s"", ""Score"": ""47""}, {""Category"": ""Past Plays a Big Role"", ""Score"": ""52""}, {""Category"": ""Revenge"", ""Score"": ""43""}, {""Category"": ""Strong Female Lead"", ""Score"": ""61""}]",8.50
Mob Psycho 100,"[""Action"", ""Comedy"", ""Drama"", ""Psychological"", ""School Life"", ""Sci-fi"", ""Shounen"", ""Slice of Life"", ""Supernatural""]","[{""Category"": ""Brother/s"", ""Score"": ""22""}, {""Category"": ""Calm Protagonist"", ""Score"": ""26""}, {""Category"": ""Comedic Undertone"", ""Score"": ""19""}, {""Category"": ""Emotionless Protagonist"", ""Score"": ""20""}, {""Category"": ""ESP"", ""Score"": ""27""}, {""Category"": ""Expressionless Protagonist"", ""Score"": ""27""}, {""Category"": ""Ghost/s"", ""Score"": ""25""}, {""Category"": ""Master-Disciple Relationship"", ""Score"": ""23""}, {""Category"": ""Spirit/s"", ""Score"": ""22""}, {""Category"": ""Super Powers"", ""Score"": ""27""}]",8.49
Eleceed,"[""Action"", ""Comedy"", ""Shounen"", ""Supernatural""]","[{""Category"": ""Animal Lover"", ""Score"": ""16""}, {""Category"": ""Animal Transformation"", ""Score"": ""16""}, {""Category"": ""Caring Protagonist"", ""Score"": ""15""}, {""Category"": ""Cat/s"", ""Score"": ""15""}, {""Category"": ""Friendship"", ""Score"": ""13""}, {""Category"": ""Full Color"", ""Score"": ""12""}, {""Category"": ""Hidden Power/s"", ""Score"": ""11""}, {""Category"": ""Master-Disciple Relationship"", ""Score"": ""13""}, {""Category"": ""Special Ability/ies"", ""Score"": ""14""}, {""Category"": ""Webtoon"", ""Score"": ""13""}]",8.49
Sex Pistols,"[""Comedy"", ""Drama"", ""Mature"", ""Romance"", ""Slice of Life"", ""Supernatural"", ""Yaoi""]","[{""Category"": ""Adapted to Anime"", ""Score"": ""52""}, {""Category"": ""Aggressive Lover"", ""Score"": ""36""}, {""Category"": ""Animal Characteristics"", ""Score"": ""72""}, {""Category"": ""Animal Transformation"", ""Score"": ""72""}, {""Category"": ""Changed by Love"", ""Score"": ""35""}, {""Category"": ""Glasses-Wearing Male Lead"", ""Score"": ""39""}, {""Category"": ""Jealousy"", ""Score"": ""37""}, {""Category"": ""LGBT Parent/s"", ""Score"": ""33""}, {""Category"": ""Playboy/s"", ""Score"": ""35""}, {""Category"": ""Possessive Lover/s"", ""Score"": ""34""}]",8.49
"Kashikomarimashita, Destiny","[""Comedy"", ""Drama"", ""Romance"", ""Yaoi""]","[{""Category"": ""Bickering Love"", ""Score"": ""14""}, {""Category"": ""Butler/s"", ""Score"": ""22""}, {""Category"": ""Childhood Love"", ""Score"": ""17""}, {""Category"": ""Fated Lovers"", ""Score"": ""19""}, {""Category"": ""Heir/Heiress"", ""Score"": ""18""}, {""Category"": ""Male Pregnancy"", ""Score"": ""13""}, {""Category"": ""Master-Servant Relationship"", ""Score"": ""15""}, {""Category"": ""Omegaverse"", ""Score"": ""23""}, {""Category"": ""Servant/s"", ""Score"": ""17""}, {""Category"": ""Unexpressed Feeling/s"", ""Score"": ""16""}]",8.49
Jackass!,"[""Comedy"", ""Drama"", ""Romance"", ""School Life"", ""Slice of Life"", ""Yaoi""]","[{""Category"": ""All-Boys School"", ""Score"": ""27""}, {""Category"": ""Caught in the Act"", ""Score"": ""24""}, {""Category"": ""Childhood Friend/s"", ""Score"": ""27""}, {""Category"": ""Coming Out of the Closet"", ""Score"": ""25""}, {""Category"": ""Fetish/es"", ""Score"": ""32""}, {""Category"": ""Footjob"", ""Score"": ""26""}, {""Category"": ""Pantyhose"", ""Score"": ""25""}, {""Category"": ""Poor Male Lead"", ""Score"": ""24""}, {""Category"": ""School Boy/s"", ""Score"": ""25""}, {""Category"": ""Student-Student Relationship"", ""Score"": ""28""}]",8.49
Usagi Otoko Tora Otoko,"[""Comedy"", ""Drama"", ""Romance"", ""Yaoi""]","[{""Category"": ""Animal Characteristics"", ""Score"": ""56""}, {""Category"": ""Attempted Murder"", ""Score"": ""17""}, {""Category"": ""Doctor/s"", ""Score"": ""57""}, {""Category"": ""Mafia"", ""Score"": ""59""}, {""Category"": ""Near-Death Experience"", ""Score"": ""18""}, {""Category"": ""Older Seme Younger Uke"", ""Score"": ""20""}, {""Category"": ""Opposites Attract"", ""Score"": ""24""}, {""Category"": ""Rabbit/s"", ""Score"": ""42""}, {""Category"": ""Straight Seme"", ""Score"": ""21""}, {""Category"": ""Tiger/s"", ""Score"": ""43""}]",8.49
Life Senjou no Bokura,"[""Drama"", ""Romance"", ""Slice of Life"", ""Tragedy"", ""Yaoi""]","[{""Category"": ""Age Progression"", ""Score"": ""16""}, {""Category"": ""Breakup/s"", ""Score"": ""10""}, {""Category"": ""Childlike Male Lead"", ""Score"": ""10""}, {""Category"": ""Daydreamer"", ""Score"": ""17""}, {""Category"": ""Death of Loved One/s"", ""Score"": ""10""}, {""Category"": ""Fated Lovers"", ""Score"": ""10""}, {""Category"": ""Lifetime"", ""Score"": ""16""}, {""Category"": ""Regret"", ""Score"": ""13""}, {""Category"": ""Separation/s"", ""Score"": ""12""}, {""Category"": ""Time Skip"", ""Score"": ""13""}]",8.49
Hajimari no Niina,"[""Drama"", ""Romance"", ""Shoujo"", ""Slice of Life"", ""Supernatural""]","[{""Category"": ""Accident/s"", ""Score"": ""25""}, {""Category"": ""Age Gap"", ""Score"": ""31""}, {""Category"": ""Cool Male Lead"", ""Score"": ""24""}, {""Category"": ""Death of Loved One/s"", ""Score"": ""32""}, {""Category"": ""Memories"", ""Score"": ""24""}, {""Category"": ""Older Male Younger Female"", ""Score"": ""31""}, {""Category"": ""Past Plays a Big Role"", ""Score"": ""21""}, {""Category"": ""Reincarnation"", ""Score"": ""34""}, {""Category"": ""Starting a New Life"", ""Score"": ""24""}, {""Category"": ""Time Skip"", ""Score"": ""30""}]",8.49
Bastard (HWANG Youngchan),"[""Drama"", ""Horror"", ""Mystery"", ""Psychological"", ""Romance"", ""School Life"", ""Seinen"", ""Tragedy""]","[{""Category"": ""Abuse"", ""Score"": ""27""}, {""Category"": ""Appearance Different from Personality"", ""Score"": ""25""}, {""Category"": ""Bullying"", ""Score"": ""28""}, {""Category"": ""Dark Ambience"", ""Score"": ""27""}, {""Category"": ""Disability/ies"", ""Score"": ""23""}, {""Category"": ""Father-Son Relationship"", ""Score"": ""24""}, {""Category"": ""Full Color"", ""Score"": ""25""}, {""Category"": ""Murder/s"", ""Score"": ""25""}, {""Category"": ""Serial Killer/s"", ""Score"": ""28""}, {""Category"": ""Single Parent"", ""Score"": ""22""}]",8.49
H2,"[""Comedy"", ""Drama"", ""Romance"", ""School Life"", ""Shounen"", ""Slice of Life"", ""Sports""]","[{""Category"": ""Adapted to Anime"", ""Score"": ""13""}, {""Category"": ""Adapted to Live Action"", ""Score"": ""12""}, {""Category"": ""Baseball"", ""Score"": ""22""}, {""Category"": ""Childhood Friend/s"", ""Score"": ""10""}, {""Category"": ""Club/s"", ""Score"": ""19""}, {""Category"": ""Multiple Protagonists"", ""Score"": ""13""}, {""Category"": ""Partially Adapted to Anime"", ""Score"": ""6""}, {""Category"": ""Rivalry"", ""Score"": ""7""}, {""Category"": ""Slow Romance"", ""Score"": ""18""}, {""Category"": ""Teamwork"", ""Score"": ""5""}]",8.49
Iryuu - Team Medical Dragon,"[""Drama"", ""Mature"", ""Psychological"", ""Seinen"", ""Slice of Life""]","[{""Category"": ""Adapted to Live Action"", ""Score"": ""12""}, {""Category"": ""Award-Winning Work"", ""Score"": ""21""}, {""Category"": ""Corruption"", ""Score"": ""35""}, {""Category"": ""Doctor/s"", ""Score"": ""35""}, {""Category"": ""Genius/es"", ""Score"": ""26""}, {""Category"": ""Medical"", ""Score"": ""41""}, {""Category"": ""Office Politics"", ""Score"": ""29""}, {""Category"": ""Smart Female Lead"", ""Score"": ""18""}, {""Category"": ""Strong Female Lead"", ""Score"": ""22""}, {""Category"": ""Strong Male Lead"", ""Score"": ""17""}]",8.49
Sengoku Youko,"[""Action"", ""Adventure"", ""Comedy"", ""Drama"", ""Romance"", ""Shounen"", ""Supernatural""]","[{""Category"": ""Dark Ambience"", ""Score"": ""16""}, {""Category"": ""Demon/s"", ""Score"": ""33""}, {""Category"": ""Fox Spirit/Demon"", ""Score"": ""26""}, {""Category"": ""Goddess/es"", ""Score"": ""26""}, {""Category"": ""Ronin Samurai"", ""Score"": ""14""}, {""Category"": ""Samurai"", ""Score"": ""23""}, {""Category"": ""Spirit/s"", ""Score"": ""14""}, {""Category"": ""Stepsiblings"", ""Score"": ""21""}, {""Category"": ""Time Skip"", ""Score"": ""15""}, {""Category"": ""Travel"", ""Score"": ""33""}]",8.48
Otome Game no Burikko Akuyaku Onna wa Mahou Otaku ni Natta (Novel),"[""Action"", ""Comedy"", ""Fantasy"", ""Romance"", ""Shoujo""]","[{""Category"": ""Childhood Friend/s"", ""Score"": ""19""}, {""Category"": ""Dense Female Lead"", ""Score"": ""12""}, {""Category"": ""Dense When It Comes to Love"", ""Score"": ""22""}, {""Category"": ""Mage/s"", ""Score"": ""19""}, {""Category"": ""Magician/s"", ""Score"": ""19""}, {""Category"": ""Male Lead Falls in Love First"", ""Score"": ""11""}, {""Category"": ""Politics Involving Royalty"", ""Score"": ""17""}, {""Category"": ""Reincarnation"", ""Score"": ""7""}, {""Category"": ""Sword and Sorcery/Magic"", ""Score"": ""17""}, {""Category"": ""Web Novel"", ""Score"": ""8""}]",8.48
Feng Yu Jiu Tian (Novel),"[""Adventure"", ""Comedy"", ""Drama"", ""Fantasy"", ""Historical"", ""Romance"", ""Slice of Life"", ""Supernatural"", ""Yaoi""]","[{""Category"": ""Body Swap/s"", ""Score"": ""24""}, {""Category"": ""China"", ""Score"": ""9""}, {""Category"": ""Politics Involving Royalty"", ""Score"": ""21""}, {""Category"": ""Possessive Lover/s"", ""Score"": ""20""}, {""Category"": ""Royalty"", ""Score"": ""23""}, {""Category"": ""Smart Male Lead"", ""Score"": ""22""}, {""Category"": ""Strategic Battles"", ""Score"": ""14""}, {""Category"": ""Strong leader"", ""Score"": ""19""}, {""Category"": ""Time Travel"", ""Score"": ""20""}, {""Category"": ""War/s"", ""Score"": ""14""}]",8.48
Beast Master,"[""Comedy"", ""Drama"", ""Romance"", ""School Life"", ""Shoujo""]","[{""Category"": ""Animal Characteristics"", ""Score"": ""120""}, {""Category"": ""Appearance Different from Personality"", ""Score"": ""123""}, {""Category"": ""Emotionally Strong Female Lead"", ""Score"": ""32""}, {""Category"": ""Friends Become Lovers"", ""Score"": ""42""}, {""Category"": ""Inheritance"", ""Score"": ""76""}, {""Category"": ""Master-Pet Relationship"", ""Score"": ""73""}, {""Category"": ""Naive Male Lead"", ""Score"": ""56""}, {""Category"": ""Split Personality"", ""Score"": ""71""}, {""Category"": ""Strong Female Lead"", ""Score"": ""107""}, {""Category"": ""Veterinarian/s"", ""Score"": ""63""}]",8.48
"Jumyou wo Kaitotte Moratta. Ichinen ni Tsuki, Ichimanen de.","[""Psychological"", ""Romance"", ""Shounen"", ""Slice of Life"", ""Supernatural"", ""Tragedy""]","[{""Category"": ""Artist/s"", ""Score"": ""11""}, {""Category"": ""Based on a Novel"", ""Score"": ""13""}, {""Category"": ""Calm Female Lead"", ""Score"": ""14""}, {""Category"": ""Changed Man"", ""Score"": ""12""}, {""Category"": ""Character Growth"", ""Score"": ""14""}, {""Category"": ""Childhood Friend/s"", ""Score"": ""15""}, {""Category"": ""Childhood Promise"", ""Score"": ""15""}, {""Category"": ""Depression"", ""Score"": ""12""}, {""Category"": ""Limited Lifespan"", ""Score"": ""16""}, {""Category"": ""Mysterious Store/Products/Services"", ""Score"": ""14""}]",8.48
Bakuman.,"[""Comedy"", ""Drama"", ""Romance"", ""School Life"", ""Shounen"", ""Slice of Life""]","[{""Category"": ""Adapted to Anime"", ""Score"": ""108""}, {""Category"": ""Ambitious Protagonist"", ""Score"": ""78""}, {""Category"": ""Assistant/s"", ""Score"": ""79""}, {""Category"": ""Award-Nominated Work"", ""Score"": ""107""}, {""Category"": ""Character Growth"", ""Score"": ""134""}, {""Category"": ""Comic Artist/s"", ""Score"": ""175""}, {""Category"": ""Comic Industry"", ""Score"": ""126""}, {""Category"": ""Coming of Age"", ""Score"": ""141""}, {""Category"": ""Dream/s"", ""Score"": ""80""}, {""Category"": ""Married Couple"", ""Score"": ""121""}]",8.48
Trapped (Haemuri),"[""Drama"", ""Josei"", ""Mystery"", ""Psychological"", ""Romance"", ""Supernatural""]","[{""Category"": ""Blackmail"", ""Score"": ""8""}, {""Category"": ""Cruel Male Lead"", ""Score"": ""8""}, {""Category"": ""Enemies Become Lovers"", ""Score"": ""10""}, {""Category"": ""Ex-Convict"", ""Score"": ""9""}, {""Category"": ""Love-Hate Relationship"", ""Score"": ""8""}, {""Category"": ""Serial Killer/s"", ""Score"": ""8""}, {""Category"": ""Sexual Tension"", ""Score"": ""9""}, {""Category"": ""Slow Romance"", ""Score"": ""9""}, {""Category"": ""Vampire/s"", ""Score"": ""12""}, {""Category"": ""Webtoon"", ""Score"": ""11""}]",8.48
Our Sunny Days,"[""Mature"", ""Romance"", ""Slice of Life"", ""Smut"", ""Yaoi""]","[{""Category"": ""Abandoned Child/ren"", ""Score"": ""3""}, {""Category"": ""Absent Mother"", ""Score"": ""3""}, {""Category"": ""Age Gap"", ""Score"": ""6""}, {""Category"": ""Baby/ies"", ""Score"": ""5""}, {""Category"": ""Childcare"", ""Score"": ""5""}, {""Category"": ""Countryside"", ""Score"": ""5""}, {""Category"": ""Healing"", ""Score"": ""4""}, {""Category"": ""Muscular Seme"", ""Score"": ""4""}, {""Category"": ""Single Father"", ""Score"": ""5""}, {""Category"": ""Wholesome"", ""Score"": ""4""}]",8.48
Sukima Shiki,"[""Romance"", ""Shoujo"", ""Slice of Life""]","[{""Category"": ""Based on a Song"", ""Score"": ""13""}, {""Category"": ""Collection of Stories"", ""Score"": ""13""}, {""Category"": ""Cooking"", ""Score"": ""2""}, {""Category"": ""Couple Growth"", ""Score"": ""1""}, {""Category"": ""Family"", ""Score"": ""11""}, {""Category"": ""Food/Gourmet"", ""Score"": ""11""}, {""Category"": ""Music"", ""Score"": ""11""}, {""Category"": ""Part-Time Job"", ""Score"": ""3""}, {""Category"": ""Salaryman"", ""Score"": ""2""}, {""Category"": ""Variations on a Theme"", ""Score"": ""12""}]",8.48
Touch,"[""Comedy"", ""Drama"", ""Romance"", ""School Life"", ""Shounen"", ""Slice of Life"", ""Sports""]","[{""Category"": ""Adapted to Anime"", ""Score"": ""16""}, {""Category"": ""Award-Winning Work"", ""Score"": ""16""}, {""Category"": ""Baseball"", ""Score"": ""22""}, {""Category"": ""Childhood Friend/s"", ""Score"": ""21""}, {""Category"": ""Classic Manga"", ""Score"": ""10""}, {""Category"": ""Club/s"", ""Score"": ""18""}, {""Category"": ""Girl Next Door"", ""Score"": ""9""}, {""Category"": ""Rivalry"", ""Score"": ""13""}, {""Category"": ""Sudden Death/s"", ""Score"": ""15""}, {""Category"": ""Twin/s"", ""Score"": ""18""}]",8.48
NG Life,"[""Comedy"", ""Drama"", ""Gender Bender"", ""Historical"", ""Romance"", ""School Life"", ""Shoujo"", ""Supernatural""]","[{""Category"": ""Beautiful Female Lead"", ""Score"": ""29""}, {""Category"": ""Character Growth"", ""Score"": ""22""}, {""Category"": ""Friendship"", ""Score"": ""24""}, {""Category"": ""Past Plays a Big Role"", ""Score"": ""15""}, {""Category"": ""Quirky Character/s"", ""Score"": ""21""}, {""Category"": ""Reincarnation"", ""Score"": ""53""}, {""Category"": ""Slow Romance"", ""Score"": ""19""}, {""Category"": ""Smart Female Lead"", ""Score"": ""15""}, {""Category"": ""Strong Female Lead"", ""Score"": ""17""}, {""Category"": ""Strong Male Lead"", ""Score"": ""29""}]",8.48
Mirai no Kioku,"[""Comedy"", ""Drama"", ""Romance"", ""Slice of Life"", ""Yaoi""]","[{""Category"": ""Bickering Love"", ""Score"": ""26""}, {""Category"": ""Couple Growth"", ""Score"": ""17""}, {""Category"": ""Dead Family Member/s"", ""Score"": ""12""}, {""Category"": ""Disapproved Relationship"", ""Score"": ""18""}, {""Category"": ""Insecurity"", ""Score"": ""13""}, {""Category"": ""Mismatched Couple"", ""Score"": ""18""}, {""Category"": ""Older Uke Younger Seme"", ""Score"": ""16""}, {""Category"": ""Straight Seme"", ""Score"": ""14""}, {""Category"": ""Teacher-Teacher Relationship"", ""Score"": ""30""}, {""Category"": ""Teacher/s"", ""Score"": ""26""}]",8.48
Beelzebub,"[""Action"", ""Comedy"", ""Drama"", ""School Life"", ""Shounen"", ""Supernatural""]","[{""Category"": ""Adapted to Anime"", ""Score"": ""122""}, {""Category"": ""Baby/ies"", ""Score"": ""215""}, {""Category"": ""Childcare"", ""Score"": ""166""}, {""Category"": ""Delinquent/s"", ""Score"": ""231""}, {""Category"": ""Demon/s"", ""Score"": ""220""}, {""Category"": ""Devil/s"", ""Score"": ""167""}, {""Category"": ""Female Fighter/s"", ""Score"": ""167""}, {""Category"": ""Odd Situation/s"", ""Score"": ""156""}, {""Category"": ""Strong Female Lead"", ""Score"": ""125""}, {""Category"": ""Strong Male Lead"", ""Score"": ""150""}]",8.48
